"score","method","prop_k","quantile","mean","median"
"quant",5,10,0.94,1.41804802473582,1.39656384016737
"quant",5,10,0.95,1.25967700612003,1.2236854686505
"quant",5,10,0.96,1.08301536679086,1.05169410432429
"quant",5,10,0.97,0.882304019293805,0.854305003262346
"quant",5,10,0.98,0.647438250080297,0.618987166088508
"quant",5,10,0.99,0.361326891650738,0.333706282733862
"quant",5,10,0.995,0.18639093755442,0.168554688929743
"quant",1,20,0.9,1.81480041791132,1.77282830031272
"quant",1,20,0.91,1.70078858140711,1.6588678319263
"quant",1,20,0.92,1.57980862329531,1.53767187497144
"quant",1,20,0.93,1.45102836364414,1.40818347073936
"quant",1,20,0.94,1.31366101254013,1.27002829894867
"quant",1,20,0.95,1.16613133545717,1.1229299639619
"quant",1,20,0.96,1.00596187216667,0.950545012308361
"quant",1,20,0.97,0.830409686248344,0.787127826432051
"quant",1,20,0.98,0.633960615793842,0.607376663995628
"quant",1,20,0.99,0.403308912469626,0.389429959377457
"quant",1,20,0.995,0.261948641464229,0.252318654837314
"quant",2,20,0.9,1.80152308006903,1.76263738359335
"quant",2,20,0.91,1.6875935424194,1.64893067075329
"quant",2,20,0.92,1.56618624585148,1.52798836464271
"quant",2,20,0.93,1.43572316828085,1.39751900272353
"quant",2,20,0.94,1.29507765574986,1.25824170104458
"quant",2,20,0.95,1.14318187579417,1.09738426147387
"quant",2,20,0.96,0.977351476718989,0.936777732576214
"quant",2,20,0.97,0.794415965740898,0.765868086939017
"quant",2,20,0.98,0.587590403394936,0.551549199227478
"quant",2,20,0.99,0.324618075664756,0.305413798981268
"quant",2,20,0.995,0.173409356184168,0.16216947975456
"quant",3,20,0.9,1.9276292733874,1.90827782912224
"quant",3,20,0.91,1.82051088037333,1.80575913896878
"quant",3,20,0.92,1.70265276573356,1.68747596062237
"quant",3,20,0.93,1.57228370807472,1.55476826404509
"quant",3,20,0.94,1.42783196806669,1.4058722767615
"quant",3,20,0.95,1.2669387659085,1.2331388582651
"quant",3,20,0.96,1.0871179153264,1.05455866513103
"quant",3,20,0.97,0.883471635537796,0.851170824305565
"quant",3,20,0.98,0.646527998781842,0.61528031363755
