"band_type","event_quantile","event_threshold_value","score_mean","score_se","rel_to_gaussian","n_obs_total","n_obs_mean_per_fold","obs_share","score_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","is_ar2","is_mrts","model_lane"
"below_threshold",0.99,94.75,0.00127083112233323,0.000192933637484741,1.68916905316017,23746,11873,0.990035438815927,"lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.565630557944514,0.0280794902522069,0.865639999789861,239,119.5,0.00996456118407338,"lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.0038696091738763,7.43994914556966e-05,0.960155833403231,23985,11992.5,1,"lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000552813741695289,4.29091116156915e-05,2.38718396894578,23865,11932.5,0.994996873045654,"lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.664434097508343,0.0282176652502781,0.87347796127381,120,60,0.00500312695434647,"lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0486966424719481,0.000547836630487703,1.08106938478762,23985,11992.5,1,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0163078779703345,0.00098907907421856,0.902449439338963,21603,10801.5,0.900687929956223,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.342263578699939,0.00478528081066512,1.18097852188433,2382,1191,0.0993120700437774,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0273386354919386,0.00121823046068074,1.0114133342021,23985,11992.5,1,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.0092925852894653,3.2551754288547e-05,1.10210109797244,22787,11393.5,0.950052115905774,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.370304707742532,0.00555455674077468,0.973863805669966,1198,599,0.0499478840942256,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127781165120196,0.00060246008791362,0.989620666681376,23985,11992.5,1,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00351829996340016,0.000240157677345942,1.5889138715519,23508,11754,0.980112570356473,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.469071284704101,0.00169106800844923,0.868711209678616,477,238.5,0.0198874296435272,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00702159507379598,0.000680560555166319,0.966691728962341,23985,11992.5,1,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00156690114210933,0.00025864003773223,2.08270073977493,23746,11873,0.990035438815927,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.5483181342679,0.0309570299943954,0.839145097388819,239,119.5,0.00996456118407338,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00390577931619542,0.000141028771892673,0.969130634625322,23985,11992.5,1,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000738120846821513,8.88738790795771e-05,3.18738504450606,23865,11932.5,0.994996873045654,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.63491414865406,0.031414959621802,0.834670463526718,120,60,0.00500312695434647,"lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0633723656680837,0.00330392566808368,1.40687162168925,23985,11992.5,1,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0107247188672611,0.00136401480306039,0.593487181252758,21603,10801.5,0.900687929956223,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.542712244386392,0.0614712109769301,1.87262549704674,2382,1191,0.0993120700437774,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.0319038224968054,0.00022453045810001,1.18030585304087,23985,11992.5,1,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00672446431660138,6.96466319460437e-05,0.79752181720673,22787,11393.5,0.950052115905774,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.51227110532611,0.0286792470113243,1.34722102564926,1198,599,0.0499478840942256,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.013486152701356,0.000218108663985316,1.04445560617082,23985,11992.5,1,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00329222823794813,0.000388813165978107,1.48681669272316,23508,11754,0.980112570356473,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.516222753921845,0.0102781565129379,0.956034845121593,477,238.5,0.0198874296435272,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00739641042761316,3.10651446257461e-05,1.01829409261549,23985,11992.5,1,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.00192902969370598,0.000416949518415233,2.56403640418619,23746,11873,0.990035438815927,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.549898231106908,0.0328741770898136,0.841563274780715,239,119.5,0.00996456118407338,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00425026624298842,0.00033247132473684,1.05460725963552,23985,11992.5,1,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.00124696400635884,0.000470781649275852,5.38469336291027,23865,11932.5,0.994996873045654,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.603104339977753,0.0470106593325918,0.792852671611333,120,60,0.00500312695434647,"lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0450789621757304,0.0011626516547668,1.00075659085232,23985,11992.5,1,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0179431927623641,0.000570775763932174,0.992944899256823,21603,10801.5,0.900687929956223,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.291242226538663,0.00160345221566183,1.00492963789604,2382,1191,0.0993120700437774,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0269659629245399,0.00190877612117243,0.997626032927706,23985,11992.5,1,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00902692237180166,0.00048291429339774,1.07059346213943,22787,11393.5,0.950052115905774,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.36764794124079,0.010934152558892,0.966876779358753,1198,599,0.0499478840942256,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127146648344894,0.000664317247592679,0.984706555015508,23985,11992.5,1,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00287624057845232,0.000195967625278193,1.29895080026284,23508,11754,0.980112570356473,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.497368470796691,0.00593695705756031,0.921117066874716,477,238.5,0.0198874296435272,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.006953905087816,0.000430050140745897,0.957372571578199,23985,11992.5,1,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00113010639692702,0.000105992959216583,1.50211992681032,23746,11873,0.990035438815927,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.585148836939891,0.020189690273224,0.895510739247176,239,119.5,0.00996456118407338,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00391354718064776,1.63297596258423e-05,0.971058054173881,23985,11992.5,1,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.00047901987872982,1.76091774311188e-05,2.06852415029234,23865,11932.5,0.994996873045654,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.687701730656285,0.0224117196885428,0.904066043435677,120,60,0.00500312695434647,"lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0452073113714665,0.000995507180418728,1.0036059533346,23985,11992.5,1,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0183714858271841,0.000437289679227308,1.01664588824649,21603,10801.5,0.900687929956223,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.288657755720999,0.00198618410599072,0.996011936112837,2382,1191,0.0993120700437774,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0269942762243276,0.00183297783306312,0.99867350469889,23985,11992.5,1,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00946149680377385,0.0003888148926783,1.12213401234243,22787,11393.5,0.950052115905774,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.35990967360555,0.0116188336758489,0.946525920698357,1198,599,0.0499478840942256,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127539909008258,0.000644444034109128,0.987752222031393,23985,11992.5,1,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00327015503853529,0.000191117149523648,1.47684812463589,23508,11754,0.980112570356473,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.479936935666608,0.00581869688399927,0.888834191194185,477,238.5,0.0198874296435272,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00707079113374189,0.000536180311036217,0.973464751864891,23985,11992.5,1,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.0013970908924863,0.000145409498546905,1.85699158492987,23746,11873,0.990035438815927,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.570203241013031,0.0272481035771333,0.872638025824476,239,119.5,0.00996456118407338,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00394914301045356,7.43006365267493e-05,0.979890352759381,23985,11992.5,1,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000618045116976526,2.47513289580927e-05,2.6688688866653,23865,11932.5,0.994996873045654,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.667480272925473,0.0319073277641824,0.877482522603542,120,60,0.00500312695434647,"lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0489472321846428,0.000662772072948167,1.08663249659133,23985,11992.5,1,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0167964862696049,0.0004679923762765,0.92948816789304,21603,10801.5,0.900687929956223,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.340475238200974,0.00128453321827529,1.17480786321503,2382,1191,0.0993120700437774,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0273789999026396,0.00114710942335309,1.01290664586436,23985,11992.5,1,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00937658906493467,6.62396715021508e-05,1.11206395010613,22787,11393.5,0.950052115905774,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.369484776365643,0.00605535056599452,0.97170746934912,1198,599,0.0499478840942256,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127413231121619,0.000622485022639544,0.986771145872701,23985,11992.5,1,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00351651612378547,0.00015121838264499,1.58810826442974,23508,11754,0.980112570356473,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.467109275059673,0.00715170097271606,0.865077604665493,477,238.5,0.0198874296435272,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00690449847710176,0.000656521476184862,0.950570561289716,23985,11992.5,1,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00151535159943272,0.000161191437816561,2.0141818857245,23746,11873,0.990035438815927,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.541528680039232,0.0383700701247023,0.828754528713685,239,119.5,0.00996456118407338,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00385644162226743,0.000114616676030869,0.956888603840553,23985,11992.5,1,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000741691291517935,1.18544151040264e-05,3.20280309166814,23865,11932.5,0.994996873045654,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.6246648210901,0.0411152927030033,0.821196498571326,120,60,0.00500312695434647,"lower_better",13,"t",10,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.065240129396114,0.00472457713385178,1.44833612687672,23985,11992.5,1,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.00795154701799101,0.0040237421475916,0.440024702252306,21603,10801.5,0.900687929956223,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.587934694959753,0.101325903344745,2.02866530425316,2382,1191,0.0993120700437774,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.032123888560327,0.000321373395161854,1.18844736219252,23985,11992.5,1,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00525583569639724,0.00135830280875286,0.623342386572323,22787,11393.5,0.950052115905774,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.546241525926499,0.0595665616657679,1.43655978476951,1198,599,0.0499478840942256,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.0135852915642349,0.000234394647317985,1.05213356618033,23985,11992.5,1,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00317481247605743,0.000216236647763421,1.43379007908938,23508,11754,0.980112570356473,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.527350803554656,0.0200070244453441,0.976643784046476,477,238.5,0.0198874296435272,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00751348824933335,7.52910821661874e-05,1.0344126754606,23985,11992.5,1,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.00216484614253837,0.00060414423456601,2.87747997713116,23746,11873,0.990035438815927,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.538039805055345,0.0410570703544907,0.823415160644015,239,119.5,0.00996456118407338,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00448586884452845,0.000528231553904492,1.1130667065897,23985,11992.5,1,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.00159734924775687,0.000770440456474386,6.89774191458976,23865,11932.5,0.994996873045654,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.581172505895439,0.0667435968631813,0.764020656829048,120,60,0.00500312695434647,"lower_better",14,"skew-t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0452437802091652,0.000900559647358037,1.00441556446862,23985,11992.5,1,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0180806924337704,0.000404966161286296,1.00055389054285,21603,10801.5,0.900687929956223,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.29168392225715,0.00274779795046201,1.0064537064479,2382,1191,0.0993120700437774,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.026975080821772,0.00168629668907217,0.997963356377631,23985,11992.5,1,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00915084408964004,0.000318410298950506,1.08529058431136,22787,11393.5,0.950052115905774,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.365526283262019,0.0097222588683463,0.96129703416423,1198,599,0.0499478840942256,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127678227825725,0.000549453333543596,0.988823453149278,23985,11992.5,1,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00294135645372152,9.6513618674356e-05,1.32835804766919,23508,11754,0.980112570356473,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.496859474924133,0.00508333301108962,0.920174416078153,477,238.5,0.0198874296435272,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00691668377658979,0.000460757945131928,0.952248161337314,23985,11992.5,1,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00113409449815788,6.16195183599009e-05,1.50742084922374,23746,11873,0.990035438815927,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.580854854489281,0.0277716114123582,0.88893923614248,239,119.5,0.00996456118407338,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00387587803921201,1.30832777839106e-05,0.961711310287442,23985,11992.5,1,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000468402729823566,1.35145521202968e-05,2.02267672329605,23865,11932.5,0.994996873045654,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.682289431446051,0.022544493381535,0.896950929840985,120,60,0.00500312695434647,"lower_better",15,"skew-t",15,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.044919565851389,0.000999931729525224,0.997217979614546,23985,11992.5,1,"lower_better",16,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0183491464478196,0.000500785724639066,1.01540966607096,21603,10801.5,0.900687929956223,"lower_better",16,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.285978349087504,0.00243840866336076,0.986766658839775,2382,1191,0.0993120700437774,"lower_better",16,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0267807262880923,0.0018877222104062,0.990773064565728,23985,11992.5,1,"lower_better",16,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.0095328987902663,0.000442561359394759,1.13060229164894,22787,11393.5,0.950052115905774,"lower_better",16,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.354260626485369,0.0119811998421351,0.931669499994428,1198,599,0.0499478840942256,"lower_better",16,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
