"setting","method","dataset","block","seam","seed","hn","ar2_used","ar1_used","a","b","lambda","beta0","zbar","z_pred","z_ratio","sdz_ratio","phi1.z","phi2.z","phi1.tau","phi2.tau","sd_lead1","sd_lead_max","mu_recon","data_mean","A_zconsist","Aprime_sdz","B_truth","C_spread"
7,2,2,3,110,2702,TRUE,TRUE,FALSE,4.63909,18.2851324512121,1.17438408405011,9.90048412883889,1.49492489732785,1.68515765584397,0.887112782678575,0.984105695954174,0.335725678447024,0.199391158130418,0.553822741523746,-0.00480954916567889,2.26409181379566,2.83196300040144,11.656100135111,11.5255132477851,TRUE,TRUE,FALSE,TRUE
7,2,2,4,140,2702,TRUE,TRUE,FALSE,4.743805,17.740025438578,1.27351852738686,9.87057785985846,1.24012959670024,1.63750767022943,0.757327504014978,0.911747397904727,0.364139432605893,0.253984499428933,0.565093051412394,0.091527866203138,1.95991193776177,2.84061270627789,11.449905877617,11.3369402118085,TRUE,TRUE,TRUE,TRUE
7,2,2,5,170,2702,TRUE,TRUE,FALSE,4.80297,17.9665733173284,1.18110890067652,9.84512727940191,1.42161813886759,1.63673693303018,0.868568497587251,0.987220660648335,0.372307005637609,0.192361785134344,0.591989247787909,0.0724094254653583,2.09237718441127,2.73961807065861,11.5242131165816,11.4956616270273,TRUE,TRUE,FALSE,TRUE
7,2,3,1,50,2703,TRUE,TRUE,FALSE,2.93527,14.858303640342,12.0891758687437,8.70174624111506,1.02421717230915,2.01429202187923,0.508475018112621,0.290716117133098,0.501627161737803,0.472139067053088,0.558006879579116,0.102425908469926,4.02121777080726,10.7435247281639,21.0836877649477,21.1545219699921,FALSE,FALSE,FALSE,TRUE
7,2,3,2,80,2703,TRUE,TRUE,FALSE,3.576385,16.609074965395,7.9920633874318,7.92890612732317,1.58848346561024,1.89761494624487,0.837094727122404,0.483897068137134,0.516336502895276,0.444605221268389,0.452387312653499,0.237489368573857,4.97990650015804,9.5771379076281,20.6241666743675,19.4517511657762,TRUE,FALSE,FALSE,TRUE
7,2,3,3,110,2703,TRUE,TRUE,FALSE,3.99327,18.882098894039,9.68430517114302,8.85280576912171,1.02060280894357,1.89669723578627,0.538094741578765,0.340393829072488,0.532217034703958,0.434314890982026,0.449220852197809,0.276853804515687,3.8759392567487,8.27512050149047,18.736634829457,18.6632140610427,FALSE,FALSE,FALSE,TRUE
7,2,3,4,140,2703,TRUE,TRUE,FALSE,4.30144,20.9392780324041,4.03144544479925,9.81602484079616,2.08260432037582,1.91178848067308,1.08934871269996,0.762848468223086,0.4996287414843,0.402393797332957,0.429332825667775,0.223440668504871,4.38204187694387,6.88314823519589,18.2119305414945,18.2073221402651,TRUE,TRUE,TRUE,TRUE
7,2,3,5,170,2703,TRUE,TRUE,FALSE,4.37098,21.0340281626447,5.59493440667182,9.66243928654747,1.64677829805702,1.89945802729939,0.866972722950019,0.547497878619785,0.483730958749036,0.45224691539122,0.469329580984554,0.188943719561048,4.83856128677488,8.06197850989044,18.8760558465072,18.5101955738565,TRUE,TRUE,FALSE,TRUE
7,2,4,1,50,2704,TRUE,TRUE,FALSE,4.5739,7.82083809261528,1.42587227418373,10.1618115329986,1.0885034511032,1.09665373389077,0.992568043553128,1.06033110288517,0.324784815064819,0.121394302829863,0.573946075957249,0.142890582887296,1.67012126117679,2.05130822470534,11.71387842428,11.8062612400128,TRUE,TRUE,TRUE,TRUE
7,2,4,2,80,2704,TRUE,TRUE,FALSE,4.756155,9.15435758985807,1.3466110346243,10.1861255918527,1.11269236614281,1.157293778882,0.96146059578556,1.08284086240806,0.298017368884206,0.0558310580746677,0.559119400253438,0.203336821137524,1.83903943731637,2.08170714091702,11.6844894102428,11.7203555751525,TRUE,TRUE,TRUE,TRUE
7,2,4,3,110,2704,TRUE,TRUE,FALSE,4.79984,8.31676358616654,1.33908384548938,10.0893340909014,1.0158494344122,1.10260248301094,0.921319741307098,1.08002835711034,0.384865127989705,0.160171337099198,0.648559779636471,0.154604362189637,1.57319760812725,1.96308528028425,11.4496416579723,11.4664432354342,TRUE,TRUE,TRUE,TRUE
7,2,4,4,140,2704,TRUE,TRUE,FALSE,4.87091,8.2692155611703,1.43495726358996,10.1111107843779,1.00035866843298,1.08626587027446,0.920915123827126,0.99661168251896,0.341122236058289,0.229984812877757,0.663933357661996,0.144521573847157,1.79561785324061,2.01913263646222,11.546582721841,11.5610957388455,TRUE,TRUE,TRUE,TRUE
7,2,4,5,170,2704,TRUE,TRUE,FALSE,4.90479,8.42296522900711,1.33912364361415,10.083506354047,1.02688164967371,1.08954133655991,0.942489848908309,1.02081689361997,0.326829367432001,0.278389221111559,0.637911577379477,0.173267308335904,1.69552367846588,1.93913150195666,11.4586278503186,11.4793665917526,TRUE,TRUE,TRUE,TRUE
7,2,5,1,50,2705,TRUE,TRUE,FALSE,4.498155,7.7739174086914,5.34542226420843,13.6594171875068,0.756539845964341,1.10984327256374,0.681663676905241,0.526785837133471,0.558579257399018,0.332950226054262,0.66401305804613,0.0433585578276044,2.83093508069328,5.33484278471251,17.7034421238854,17.4613741667084,TRUE,TRUE,FALSE,TRUE
7,2,5,2,80,2705,TRUE,TRUE,FALSE,4.75519,8.23341192793193,6.07433942189418,13.5529429477427,0.915715342786465,1.09838685052681,0.83369110104265,0.650390543013345,0.530652965110316,0.391536630971828,0.571098945437747,0.199288578389707,3.63154665025295,5.78728714576301,19.1153087536639,19.0555409104497,TRUE,TRUE,FALSE,TRUE
7,2,5,3,110,2705,TRUE,TRUE,FALSE,4.468565,9.38751992294162,3.64959153607054,11.9613378050328,2.14052053384089,1.24994005176616,1.71249855608382,0.959413258007693,0.489487395849808,0.406548721594853,0.596657644632214,0.231462673134548,3.46571737003562,4.66193560097881,19.7733634281237,19.6822499526964,FALSE,TRUE,TRUE,TRUE
7,2,5,4,140,2705,TRUE,TRUE,FALSE,4.377495,9.68445498750552,6.95969762575409,11.5397519441468,1.19386733910242,1.29021333804785,0.925325528651555,0.482754460180871,0.435435790510074,0.520238553248812,0.570495991035202,0.232322324365698,3.53060363609562,6.02211078061085,19.8487076295633,19.6335938428233,TRUE,FALSE,FALSE,TRUE
7,2,5,5,170,2705,TRUE,TRUE,FALSE,4.587975,10.5253792702264,8.16126660072982,11.9916959406103,0.891844740974262,1.3048459958964,0.683486590585414,0.389588683327123,0.435047494703959,0.524451684589126,0.545111397644797,0.257521735128032,3.15876624928645,6.6495573822983,19.27027863816,19.2648743936643,TRUE,FALSE,FALSE,TRUE
7,2,6,1,50,2706,TRUE,TRUE,FALSE,4.32109,12.4775833121017,7.10192032868093,8.43191075012768,1.54706819557198,1.44805186288044,1.06837899610487,0.502987757045089,0.635096525445881,0.304126482388088,0.585070455679068,0.0570694082609326,3.90036376092501,7.54139175958228,19.4190658181161,18.3053309339927,TRUE,TRUE,FALSE,TRUE
7,2,6,2,80,2706,TRUE,TRUE,FALSE,4.614865,14.0368695765281,6.45340870471331,8.7826134505477,1.48369329313113,1.47338004368302,1.00699972114617,0.4968015215159,0.520240413298553,0.423487732220126,0.592895807068003,0.10013670613208,3.7353925818781,6.77025075633608,18.3574926635649,17.9181724247229,TRUE,FALSE,FALSE,TRUE
7,2,6,3,110,2706,TRUE,TRUE,FALSE,4.39973,15.2035933963248,3.96990384791113,9.27463525676424,2.33659151272418,1.60524330345031,1.45559960144479,0.837204708134293,0.599813593133025,0.29425462724508,0.541916736262071,0.213836684421771,3.32778782876824,5.57641716441321,18.5506788941245,18.1802486969202,FALSE,TRUE,TRUE,TRUE
7,2,6,4,140,2706,TRUE,TRUE,FALSE,4.613735,15.656856997264,3.64979774881256,10.2464352806786,2.1366720143725,1.57962916853475,1.35264152937519,0.905857274910339,0.562265129742978,0.305878719926121,0.521486702154958,0.187486861810508,3.62449741790104,5.83368348314794,18.0448559886861,17.8174163936545,TRUE,TRUE,TRUE,TRUE
7,2,6,5,170,2706,TRUE,TRUE,FALSE,4.40647,15.2719351103849,12.9176461393394,8.91925164764944,0.755058534495192,1.6185528223424,0.466502250697298,0.254715014048441,0.601459874194527,0.373138238174565,0.509898567162142,0.222678255672428,5.67429180546345,9.94308557834486,18.6728306107465,18.3106365965426,FALSE,FALSE,FALSE,TRUE
7,2,7,1,50,2707,TRUE,TRUE,FALSE,3.162495,12.7332092669444,3.51845758518642,10.9851264467471,1.96916135791498,1.78701769869036,1.10192605219193,0.844339101075487,0.499354367745012,0.157867097743768,0.312097712561969,0.348963288269174,5.50197591913302,6.57073942182276,17.9135371629591,17.5653103701161,TRUE,TRUE,TRUE,TRUE
7,2,7,2,80,2707,TRUE,TRUE,FALSE,3.50354,14.9482650749251,4.08257026667405,10.6241667823601,2.05237809789563,1.82651592749592,1.12365737796185,0.703051229709689,0.58750687902163,0.248269566873249,0.400143594490051,0.195564558441157,5.62578176884913,7.29977899574236,19.0031445808018,18.7821194477044,TRUE,TRUE,TRUE,TRUE
7,2,7,3,110,2707,TRUE,TRUE,FALSE,3.274995,15.7268670457607,9.88747451816084,9.28609785352921,1.04952690432065,1.95794469305604,0.536035010612327,0.272234091387625,0.685494228924751,0.270501643854151,0.444876150187427,0.212125748293509,6.28756445066684,12.2667719958987,19.6632683761238,19.1803861742849,FALSE,FALSE,FALSE,TRUE
7,2,7,4,140,2707,TRUE,TRUE,FALSE,2.96527,16.3931662587158,3.67178553237963,10.5510100732833,2.87257182527789,2.13000005740502,1.34862523373711,0.76804284512232,0.551292191576521,0.293526629290873,0.458387261588387,0.279667622027272,4.82600272987326,8.19096412586551,21.09847774206,19.6217088025074,TRUE,TRUE,TRUE,TRUE
7,2,7,5,170,2707,TRUE,TRUE,FALSE,3.319115,17.1020340642728,12.5597928405343,9.75029593933652,0.791986365031976,2.03294285237352,0.389576305161412,0.200690082181373,0.69880173940358,0.267914073009717,0.458521436990524,0.279001593813098,5.00188304424789,13.5513691622125,19.6974806166659,19.5700505279321,FALSE,FALSE,FALSE,TRUE
